month,count,mean,min,max,std
2025-07,1594,17.299184441656212,5.5,24.7,1.0126782436782156
2025-08,836,16.34043062200957,14.1,21.7,0.642612039650892
2025-09,246,15.008536585365853,13.1,17.4,0.7842637862423283
2025-10,15,13.106666666666666,12.2,14.1,0.5799835794063073
