mjd,ra_deg,dec_deg,EL,elong,r,delta,utc
61030.20833333302,109.98193,9.84793,28.536567,155.8969,17.32819670634,16.4253914905368,2025-Dec-21 05:00
61030.22916666698,109.98075,9.84804,34.729519,155.9163,17.32831639968,16.4253814757675,2025-Dec-21 05:30
61030.25,109.97956,9.84815,40.80547,155.9357,17.32843609259,16.4253719389071,2025-Dec-21 06:00
61030.27083333302,109.97837,9.84826,46.689507,155.955,17.32855578506,16.4253629415255,2025-Dec-21 06:30
61031.1875,109.9266,9.8531,23.151472,156.7908,17.33382182864,16.4252477424598,2025-Dec-22 04:30
61031.20833333302,109.92541,9.85321,29.402326,156.8099,17.33394150205,16.4252435226498,2025-Dec-22 05:00
61031.22916666698,109.92422,9.85333,35.582715,156.829,17.33406117503,16.4252397238014,2025-Dec-22 05:30
61031.25,109.92303,9.85344,41.637376,156.8481,17.33418084758,16.4252364127355,2025-Dec-22 06:00
61031.27083333302,109.92184,9.85356,47.48729,156.8672,17.33430051969,16.4252336500996,2025-Dec-22 06:30
61032.1875,109.86976,9.85863,24.023314,157.6908,17.33956566767,16.4253908145967,2025-Dec-23 04:30
61032.20833333302,109.86856,9.85875,30.267193,157.7096,17.33968532073,16.4253928461647,2025-Dec-23 05:00
61032.22916666698,109.86737,9.85887,36.433989,157.7284,17.33980497336,16.4253953091671,2025-Dec-23 05:30
61032.25,109.86617,9.85899,42.465888,157.7472,17.33992462556,16.4253982696329,2025-Dec-23 06:00
61032.27083333302,109.86497,9.85911,48.279443,157.766,17.34004427731,16.4254017872666,2025-Dec-23 06:30
61033.1875,109.8126,9.86441,24.894926,158.5759,17.34530853023,16.4258331912336,2025-Dec-24 04:30
61033.20833333302,109.8114,9.86454,31.131025,158.5943,17.34542816296,16.4258415165531,2025-Dec-24 05:00
61033.22916666698,109.8102,9.86466,37.283151,158.6128,17.34554779525,16.4258502836036,2025-Dec-24 05:30
61033.25,109.80899,9.86479,43.290733,158.6313,17.34566742711,16.4258595576003,2025-Dec-24 06:00
61033.27083333302,109.80778,9.86492,49.06555,158.6497,17.34578705853,16.4258693972846,2025-Dec-24 06:30
61034.1875,109.75515,9.87045,25.766188,159.444,17.35105041693,16.4265767509988,2025-Dec-25 04:30
61034.20833333302,109.75395,9.87058,31.993674,159.462,17.35117002933,16.4265914086273,2025-Dec-25 05:00
61034.22916666698,109.75274,9.87071,38.130001,159.4801,17.3512896413,16.4266065181026,2025-Dec-25 05:30
61034.25,109.75152,9.87084,44.111624,159.4982,17.35140925283,16.4266221438041,2025-Dec-25 06:00
61034.27083333302,109.75031,9.87097,49.845171,159.5163,17.35152886392,16.4266383434902,2025-Dec-25 06:30
61035.16666666698,109.69865,9.87659,20.368529,160.2751,17.35667173583,16.427602556662,2025-Dec-26 04:00
61035.1875,109.69743,9.87672,26.636975,160.2928,17.35679132835,16.4276231887135,2025-Dec-26 04:30
61035.20833333302,109.69622,9.87686,32.854983,160.3104,17.35691092043,16.4276442133478,2025-Dec-26 05:00
61035.22916666698,109.69501,9.87699,38.97433,160.3281,17.35703051209,16.42766569976,2025-Dec-26 05:30
61035.25,109.69379,9.87713,44.928254,160.3457,17.3571501033,16.4276877114722,2025-Dec-26 06:00
61036.16666666698,109.64069,9.8831,21.243224,161.1024,17.36241169286,16.4289469950756,2025-Dec-27 04:00
61036.1875,109.63947,9.88324,27.507162,161.1196,17.36253126508,16.4289740145152,2025-Dec-27 04:30
61036.20833333302,109.63825,9.88338,33.714794,161.1367,17.36265083687,16.4290014370025,2025-Dec-27 05:00
61036.22916666698,109.63703,9.88353,39.815917,161.1539,17.36277040822,16.4290293310118,2025-Dec-27 05:30
61036.25,109.63581,9.88367,45.740301,161.171,17.36288997914,16.4290577591866,2025-Dec-27 06:00
61037.16666666698,109.5825,9.88986,22.117914,161.9046,17.3681506758,16.430597122117,2025-Dec-28 04:00
61037.1875,109.58128,9.89001,28.376618,161.9212,17.36827022773,16.4306305561995,2025-Dec-28 04:30
61037.20833333302,109.58006,9.89015,34.57294,161.9378,17.36838977923,16.4306644036301,2025-Dec-28 05:00
61037.22916666698,109.57883,9.8903,40.654533,161.9544,17.3685093303,16.4306987321396,2025-Dec-28 05:30
61037.25,109.57761,9.89044,46.547424,161.971,17.36862888092,16.4307336034717,2025-Dec-28 06:00
61038.16666666698,109.52412,9.89686,22.992487,162.6783,17.37388868526,16.4325540939688,2025-Dec-29 04:00
61038.1875,109.52289,9.89701,29.245211,162.6942,17.37400821691,16.4325939664059,2025-Dec-29 04:30
61038.20833333302,109.52166,9.89716,35.429247,162.7102,17.37412774813,16.4326342623298,2025-Dec-29 05:00
61038.22916666698,109.52043,9.89731,41.489935,162.7261,17.37424727892,16.4326750487049,2025-Dec-29 05:30
61038.25,109.5192,9.89746,47.34926,162.7421,17.37436680927,16.432716386355,2025-Dec-29 06:00
61039.16666666698,109.46555,9.90409,23.866831,163.4193,17.37962572183,16.4348189056167,2025-Dec-30 04:00
61039.1875,109.46432,9.90425,30.112802,163.4345,17.37974523322,16.4348652369654,2025-Dec-30 04:30
61039.20833333302,109.46309,9.9044,36.283539,163.4497,17.37986474418,16.4349120017842,2025-Dec-30 05:00
61039.22916666698,109.46186,9.90456,42.321871,163.4649,17.37998425471,16.4349592662495,2025-Dec-30 05:30
61039.25,109.46062,9.90471,48.145427,163.4801,17.38010376479,16.435007090245,2025-Dec-30 06:00
